"rank";"id";"name";"id_other";"name_other";"height_diff";"height_diff_other";"length";"length_other";"duration";"duration_other";"slope_cat";"slope_cat_other";"slopeType";"slopetype_other";"regionId";"regionid_other";"embedding";"embedding_other";"angle"
3;125;Costa 30;134;PedagÃ ;123;129;790;720;144;214;easy;easy;blue;blue;2;2;{0.006431036285684409,0.06583333333333333,0.046065259117082535,0.3333333333333333,0.25,0.16666666666666666};{0.0067447453727909655,0.06,0.06845809341010876,0.3333333333333333,0.25,0.16666666666666666};0,0231422821
1;126;Rara 31;109;Korer 1;172;160;911;1.100;329;333;easy;easy;blue;blue;2;2;{0.008992993830387954,0.07591666666666666,0.1052463211772233,0.3333333333333333,0.25,0.16666666666666666};{0.00836557565617484,0.09166666666666666,0.10652591170825336,0.3333333333333333,0.25,0.16666666666666666};0,0158143449
2;126;Rara 31;115;Pracken;172;184;911;892;329;277;easy;easy;blue;blue;2;2;{0.008992993830387954,0.07591666666666666,0.1052463211772233,0.3333333333333333,0.25,0.16666666666666666};{0.009620412004601066,0.07433333333333333,0.08861164427383238,0.3333333333333333,0.25,0.16666666666666666};0,0167216349
3;126;Rara 31;116;Ruipa;172;206;911;890;329;271;easy;easy;blue;blue;2;2;{0.008992993830387954,0.07591666666666666,0.1052463211772233,0.3333333333333333,0.25,0.16666666666666666};{0.010770678657325106,0.07416666666666667,0.08669225847728727,0.3333333333333333,0.25,0.16666666666666666};0,0187210017
1;127;Pre da Peres;95;Seewiese;277;408;1.067;1.250;576;736;medium;medium;red;red;2;2;{0.014482902854752693,0.08891666666666667,0.18426103646833014,0.6666666666666666,0.5,0.16666666666666666};{0.021332217923245845,0.10416666666666667,0.23544465770953296,0.6666666666666666,0.5,0.16666666666666666};0,0538445791
2;127;Pre da Peres;120;World Record Piste;277;506;1.067;1.650;576;647;medium;medium;red;red;2;2;{0.014482902854752693,0.08891666666666667,0.18426103646833014,0.6666666666666666,0.5,0.16666666666666666};{0.026456133012652934,0.1375,0.20697376839411388,0.6666666666666666,0.5,0.16666666666666666};0,0549505843
3;127;Pre da Peres;211;Gardenaccia A;277;261;1.067;920;576;537;medium;medium;red;red;2;3;{0.014482902854752693,0.08891666666666667,0.18426103646833014,0.6666666666666666,0.5,0.16666666666666666};{0.013646345289135208,0.07666666666666666,0.17178502879078694,0.6666666666666666,0.5,0.25};0,0851519673
1;128;Nordica Ski Arena Pre da Peres;136;Sorega;277;435;866;1.450;350;392;hard;hard;black;black;2;2;{0.014482902854752693,0.07216666666666667,0.11196417146513116,1.0,0.75,0.16666666666666666};{0.02274390881522535,0.12083333333333333,0.1253998720409469,1.0,0.75,0.16666666666666666};0,0511586426
2;128;Nordica Ski Arena Pre da Peres;98;Trasse;277;408;866;1.100;350;168;hard;hard;black;black;2;2;{0.014482902854752693,0.07216666666666667,0.11196417146513116,1.0,0.75,0.16666666666666666};{0.021332217923245845,0.09166666666666666,0.053742802303262956,1.0,0.75,0.16666666666666666};0,0617809918
3;128;Nordica Ski Arena Pre da Peres;135;Erta;277;435;866;1.610;350;454;hard;hard;black;black;2;2;{0.014482902854752693,0.07216666666666667,0.11196417146513116,1.0,0.75,0.16666666666666666};{0.02274390881522535,0.13416666666666666,0.145233525271913,1.0,0.75,0.16666666666666666};0,0708455653
1;129;Rara 33;107;Sonne 11;172;206;818;1.000;316;215;medium;medium;red;red;2;2;{0.008992993830387954,0.06816666666666667,0.10108765195137556,0.6666666666666666,0.5,0.16666666666666666};{0.010770678657325106,0.08333333333333333,0.06877799104286628,0.6666666666666666,0.5,0.16666666666666666};0,0357365657
2;129;Rara 33;97;Seewiese 2R;172;312;818;700;316;129;medium;medium;red;red;2;2;{0.008992993830387954,0.06816666666666667,0.10108765195137556,0.6666666666666666,0.5,0.16666666666666666};{0.016312872529540938,0.058333333333333334,0.04126679462571977,0.6666666666666666,0.5,0.16666666666666666};0,0610639832
3;129;Rara 33;132;Cianross;172;104;818;465;316;126;medium;medium;red;red;2;2;{0.008992993830387954,0.06816666666666667,0.10108765195137556,0.6666666666666666,0.5,0.16666666666666666};{0.005437624176513646,0.03875,0.04030710172744722,0.6666666666666666,0.5,0.16666666666666666};0,0676184606
1;130;Col Toron;99;Pramstall;336;541;1.782;2.000;379;448;medium;medium;red;red;2;2;{0.017567708877967166,0.1485,0.12124120281509917,0.6666666666666666,0.5,0.16666666666666666};{0.02828610268744118,0.16666666666666666,0.1433141394753679,0.6666666666666666,0.5,0.16666666666666666};0,0305307431
2;130;Col Toron;119;Arndt;336;410;1.782;2.028;379;451;medium;medium;red;red;2;2;{0.017567708877967166,0.1485,0.12124120281509917,0.6666666666666666,0.5,0.16666666666666666};{0.02143678761894803,0.169,0.14427383237364044,0.6666666666666666,0.5,0.16666666666666666};0,0310760647
3;130;Col Toron;137;Piz de Plaies;336;435;1.782;2.310;379;457;medium;medium;red;red;2;2;{0.017567708877967166,0.1485,0.12124120281509917,0.6666666666666666,0.5,0.16666666666666666};{0.02274390881522535,0.1925,0.14619321817018555,0.6666666666666666,0.5,0.16666666666666666};0,0508467906
1;131;Miara;114;Alpen;247;349;1.976;1.756;351;322;easy;easy;blue;blue;2;2;{0.01291435741921991,0.16466666666666666,0.11228406909788867,0.3333333333333333,0.25,0.16666666666666666};{0.01824741190003137,0.14633333333333334,0.10300703774792067,0.3333333333333333,0.25,0.16666666666666666};0,0212277152
2;131;Miara;139;Riepen;247;362;1.976;1.700;351;460;easy;easy;blue;blue;2;2;{0.01291435741921991,0.16466666666666666,0.11228406909788867,0.3333333333333333,0.25,0.16666666666666666};{0.018927114922095575,0.14166666666666666,0.1471529110684581,0.3333333333333333,0.25,0.16666666666666666};0,04220177
3;131;Miara;123;Marchner;247;556;1.976;2.280;351;467;easy;easy;blue;blue;2;2;{0.01291435741921991,0.16466666666666666,0.11228406909788867,0.3333333333333333,0.25,0.16666666666666666};{0.02907037540520757,0.19,0.14939219449776073,0.3333333333333333,0.25,0.16666666666666666};0,0477473315
1;132;Cianross;97;Seewiese 2R;104;312;465;700;126;129;medium;medium;red;red;2;2;{0.005437624176513646,0.03875,0.04030710172744722,0.6666666666666666,0.5,0.16666666666666666};{0.016312872529540938,0.058333333333333334,0.04126679462571977,0.6666666666666666,0.5,0.16666666666666666};0,0224209496
2;132;Cianross;96;Seewiese 2B;104;408;465;300;126;82;medium;medium;red;red;2;2;{0.005437624176513646,0.03875,0.04030710172744722,0.6666666666666666,0.5,0.16666666666666666};{0.021332217923245845,0.025,0.026231605886116442,0.6666666666666666,0.5,0.16666666666666666};0,0252946673
3;132;Cianross;107;Sonne 11;104;206;465;1.000;126;215;medium;medium;red;red;2;2;{0.005437624176513646,0.03875,0.04030710172744722,0.6666666666666666,0.5,0.16666666666666666};{0.010770678657325106,0.08333333333333333,0.06877799104286628,0.6666666666666666,0.5,0.16666666666666666};0,0531667812
1;133;Corn;134;PedagÃ ;104;129;765;720;207;214;easy;easy;blue;blue;2;2;{0.005437624176513646,0.06375,0.06621880998080615,0.3333333333333333,0.25,0.16666666666666666};{0.0067447453727909655,0.06,0.06845809341010876,0.3333333333333333,0.25,0.16666666666666666};0,0045591069
2;133;Corn;143;Antermoia;104;174;765;800;207;217;easy;easy;blue;blue;2;2;{0.005437624176513646,0.06375,0.06621880998080615,0.3333333333333333,0.25,0.16666666666666666};{0.00909756352609014,0.06666666666666667,0.06941778630838132,0.3333333333333333,0.25,0.16666666666666666};0,0056688226
3;133;Corn;142;Terenten;104;174;765;850;207;230;easy;easy;blue;blue;2;2;{0.005437624176513646,0.06375,0.06621880998080615,0.3333333333333333,0.25,0.16666666666666666};{0.00909756352609014,0.07083333333333333,0.07357645553422905,0.3333333333333333,0.25,0.16666666666666666};0,0108491343
1;134;PedagÃ ;133;Corn;129;104;720;765;214;207;easy;easy;blue;blue;2;2;{0.0067447453727909655,0.06,0.06845809341010876,0.3333333333333333,0.25,0.16666666666666666};{0.005437624176513646,0.06375,0.06621880998080615,0.3333333333333333,0.25,0.16666666666666666};0,0045591069
2;134;PedagÃ ;143;Antermoia;129;174;720;800;214;217;easy;easy;blue;blue;2;2;{0.0067447453727909655,0.06,0.06845809341010876,0.3333333333333333,0.25,0.16666666666666666};{0.00909756352609014,0.06666666666666667,0.06941778630838132,0.3333333333333333,0.25,0.16666666666666666};0,0071345083
3;134;PedagÃ ;142;Terenten;129;174;720;850;214;230;easy;easy;blue;blue;2;2;{0.0067447453727909655,0.06,0.06845809341010876,0.3333333333333333,0.25,0.16666666666666666};{0.00909756352609014,0.07083333333333333,0.07357645553422905,0.3333333333333333,0.25,0.16666666666666666};0,0122104257
1;135;Erta;136;Sorega;435;435;1.610;1.450;454;392;hard;hard;black;black;2;2;{0.02274390881522535,0.13416666666666666,0.145233525271913,1.0,0.75,0.16666666666666666};{0.02274390881522535,0.12083333333333333,0.1253998720409469,1.0,0.75,0.16666666666666666};0,0238987778
2;135;Erta;128;Nordica Ski Arena Pre da Peres;435;277;1.610;866;454;350;hard;hard;black;black;2;2;{0.02274390881522535,0.13416666666666666,0.145233525271913,1.0,0.75,0.16666666666666666};{0.014482902854752693,0.07216666666666667,0.11196417146513116,1.0,0.75,0.16666666666666666};0,0708455653
